minor: 0,minor: 1,minor: 2,minor: 3,minor: 4,minor: 5,minor: 6,minor: 7,minor: 8,minor: 9,minor: 10,minor: 11,minor: 12,minor: 13,minor: 14,minor: 15,minor: 16,minor: 17,minor: 18,minor: 19,minor: 20,minor: 21,minor: 22,minor: 23,minor: 24,label
-86,-92.44444444,-80,-86.85714286,-91.5,-93.28571429,-85.375,-82,-89.57142857,-92.5,-93.25,-88.66666667,-75,-84.83333333,-83.5,-76.8,-73.83333333,-68.2,-83.33333333,-74.33333333,-71.66666667,-71.125,-77.5,-70.75,-77.71428571,115
-91.44444444,-89.42857143,-88.85714286,-94.14285714,-86.71428571,-93,-93.4,-84.83333333,-88.4,-89.83333333,-90.14285714,-87.14285714,-79.6,-84.27272727,-83.33333333,-79.6,-78.6,-70.30769231,-82.4,-83.25,-75.27777778,-71.5,-79.75,-76.33333333,-79.28571429,115
-95.25,-94.5,-91.5,-89.58333333,-88.2,-89.42857143,-86.22222222,-84.85714286,-88,-90.4,-92.33333333,-86.5,-85.25,-83.71428571,-79.5,-79.4,-74.63636364,-71.44444444,-75.66666667,-82.71428571,-74.88888889,-74.375,-72.5,-71.8,-79,115
-90,-91.2,-85.91666667,-90.85714286,-95.2,-89.41666667,-84.61538462,-88.4,-88,-91.5,-90.42857143,-83.42857143,-85.8,-82.23076923,-86,-88.41666667,-86.625,-81.375,-83.09090909,-84.2,-80,-76,-71.3125,-84,-76.75,116
-88.1,-91.1,-80,-88,-96.75,-85.2,-88.14285714,-86,-91.22222222,-93.5,-85.44444444,-85.08333333,-81.3,-77.75,-80.8,-85.6,-87.4,-76.5,-76.72727273,-87.77777778,-82.66666667,-82.14285714,-64.57142857,-73.5,-75.375,116
-93.57142857,-93.375,-87.33333333,-92,-90,-86,-87,-83.27272727,-92.8,-89.66666667,-88,-79.75,-85.66666667,-81.90909091,-84.75,-84.83333333,-83.22222222,-82.58333333,-82.83333333,-83.27272727,-80.5,-77.93333333,-69.57142857,-72,-74.26666667,116
-92.44444444,-88.25,-88,-96.4,-86,-93.57142857,-89.875,-82.5,-85.5,-91.4,-85.2,-82.11111111,-79.66666667,-81.25,-81.81818182,-82.625,-84,-71.92307692,-77.75,-80.125,-79.8,-72,-66.125,-74.06666667,-71.875,116
-99,-92,-90.25,-82.33333333,-92,-89,-87.66666667,-84.5,-84,-88.57142857,-91.2,-86,-84.42857143,-82.25,-82.33333333,-81.75,-80.66666667,-77.33333333,-78.5,-80.85714286,-85.71428571,-72.75,-67,-72.5,-69.33333333,116
-79.6,-76.375,-71,-69.71428571,-70.81818182,-78.3,-68.28571429,-66.9,-72.55555556,-67,-79.45454545,-69.28571429,-73.16666667,-61.5,-63.38461538,-75.75,-67.33333333,-65.44444444,-64.15384615,-56.4,-71.45454545,-76.4,-63,-64.375,-56.35714286,117
-79.8,-77.57142857,-70.28571429,-68.25,-69.33333333,-79.16666667,-68.90909091,-70.33333333,-74,-65.25,-72.75,-69.2,-64.625,-61.66666667,-63.25,-75,-72.90909091,-61.18181818,-64,-53.92307692,-77.57142857,-68.90909091,-63.64705882,-69,-49.36363636,117
-75.5,-75.15384615,-70,-64.33333333,-67.28571429,-73.53846154,-72.66666667,-66.2,-66.9,-69.28571429,-71.66666667,-64.71428571,-66.125,-59.2,-62,-72.75,-66.55555556,-62.66666667,-60.57142857,-55,-69.08333333,-66.125,-64.5,-65.6,-54.375,117
-93.16666667,-87.33333333,-84.375,-82.33333333,-84,-91.66666667,-89,-82.33333333,-79,-84.83333333,-88.66666667,-91,-81,-73.33333333,-75.11111111,-86,-83.44444444,-82.66666667,-73.875,-66.85714286,-93,-88,-70.875,-78.55555556,-67.44444444,117
-93.5,-90.5,-88,-81.71428571,-84.18181818,-93,-83.66666667,-85.22222222,-80.375,-83.75,-89.25,-85.22222222,-82,-76.92857143,-80.125,-92.42857143,-86.66666667,-83.14285714,-76.11111111,-67,-91,-85.5625,-77.2,-82.46153846,-66.08333333,117
-91.06666667,-87,-87.75,-81.6,-86.71428571,-89,-88.4,-82.3,-82.76923077,-88.625,-82.4,-80.71428571,-76.78571429,-78.55555556,-82.72727273,-81.375,-80.57142857,-81.25,-74.54545455,-69,-78.77777778,-75.0625,-75.22222222,-75.66666667,-72.28571429,118
-92.375,-87,-86.5,-85.33333333,-85.4,-92.5,-82.8,-75.125,-77,-89,-89.4,-81.8,-71,-81.66666667,-76,-88.25,-79.25,-83.42857143,-73.42857143,-75.5,-86,-83,-67.83333333,-85.25,-70.33333333,118
-89,-91.25,-89.6,-86.22222222,-85.25,-89,-79.57142857,-77.875,-82.8,-91,-83.28571429,-85.33333333,-77.33333333,-78.81818182,-80.55555556,-81.8,-77.28571429,-81.66666667,-77.625,-73.7,-85.85714286,-82.81818182,-72.8,-68.25,-73.64285714,118
-89.14285714,-95.66666667,-87.25,-83.92307692,-85.75,-90.07142857,-85.6,-81.33333333,-90.625,-88,-87.14285714,-86.4,-81.8,-81.7,-76.72727273,-91,-81.125,-73.07692308,-77.30769231,-71.91666667,-81.33333333,-81.42857143,-70.6,-76.08333333,-75.58333333,118
-87.88888889,-93.16666667,-84.53333333,-86.90909091,-90.66666667,-86.7,-83.72727273,-87.4,-77.83333333,-87.33333333,-87.57142857,-86.33333333,-76.86666667,-85.46153846,-77.5,-84.7,-76.18181818,-84.16666667,-76,-75.58333333,-84.42857143,-83,-74.61538462,-71.15384615,-68.63636364,118
-89.33333333,-86.5,-83,-89.5,-91.57142857,-83.6,-80.71428571,-81,-85.66666667,-84,-81,-82.16666667,-73.44444444,-74.4,-87.4,-81.5,-74.11111111,-72.6,-80.25,-69.33333333,-80.125,-72.85714286,-76.33333333,-72.5,-69.3,119
-71.5,-76,-72,-75.2,-78.875,-70.75,-72.45454545,-68.2,-70.8,-70.5,-76.8,-69.33333333,-58.90909091,-64,-69.61538462,-66,-60.75,-59,-59.7,-60.125,-68.875,-58.08333333,-60.4,-58.6,-59.26666667,119
-74,-70.9,-71.33333333,-77.2,-76.1,-69.7,-71.875,-69.42857143,-75.875,-73.88888889,-76.2,-68.125,-61,-65.78571429,-66.125,-64.54545455,-62.2,-63.14285714,-69.7,-67.35714286,-69.625,-55.83333333,-67,-59.63636364,-57.76923077,119
-78,-75.16666667,-72.57142857,-70.25,-75.2,-67.8,-73.4,-61.75,-67,-75,-71,-73.4,-58,-66,-70.9,-66.08333333,-62.54545455,-63.71428571,-56.53333333,-62.8,-70.75,-55.72727273,-55.64285714,-58.15384615,-63.22222222,119
-73.71428571,-73.55555556,-71.42857143,-69.8,-77.625,-74.5,-76.7,-70,-71.7,-76.66666667,-74.8,-65.5,-65.4,-63.16666667,-67.88888889,-68.5,-60.4,-65.11111111,-55.90909091,-64.33333333,-74.14285714,-56.66666667,-50.15384615,-54.38461538,-65.66666667,119
-54,-49.64285714,-62.9,-63.26666667,-72.92857143,-62.09090909,-57.36363636,-66.75,-74.46153846,-73.16666667,-65,-63.54545455,-65,-69.25,-67.75,-72.88888889,-72.42857143,-70,-74.25,-77.16666667,-80,-71.22222222,-75.625,-75.16666667,-84.2,0
-51,-53.45454545,-60.69230769,-71,-74.2,-66.9,-58.91666667,-68,-76.625,-80.45454545,-65.27272727,-74.5,-70.42857143,-80,-71.25,-76.25,-75.22222222,-72.83333333,-82.6,-77.625,-84.16666667,-83.5,-79.5,-76.2,-85.57142857,3
-73.625,-55.81818182,-73.44444444,-79.5,-79.66666667,-62.5,-54.71428571,-61.5,-75.71428571,-79.8,-70,-54.14285714,-67.2,-75.7,-73.7,-73,-68.71428571,-66.33333333,-79,-83.5,-79.6,-77.2,-81.8,-77.4,-82.14285714,20
-59.27272727,-54,-73.11111111,-72.6,-82,-57.72727273,-56.08333333,-64.83333333,-75.91666667,-83.55555556,-68.28571429,-58.27272727,-70.58333333,-77,-71.6,-71.22222222,-76.85714286,-72.22222222,-76.75,-76.25,-71.71428571,-70.66666667,-77.5,-78.75,-82,23
-69.2,-73.66666667,-71.28571429,-73.08333333,-78.8,-61.125,-58.2,-67.07142857,-67,-74.76923077,-51.33333333,-56.5,-64,-74.77777778,-66.22222222,-62,-56.875,-66.66666667,-71.33333333,-75.75,-75.11111111,-61,-76,-65.81818182,-74.14285714,40
-68.33333333,-61.66666667,-68.75,-77.57142857,-76,-66.66666667,-57.71428571,-64.8,-73.33333333,-77.11111111,-57.57142857,-59.2,-69.75,-74,-74.11111111,-76.5,-58.71428571,-72.75,-75.88888889,-76.77777778,-70.5,-71.27272727,-73.25,-72.71428571,-81.2,43
-84.55555556,-84.5,-86.875,-91.5,-91.71428571,-80.66666667,-81.5,-84.55555556,-89.42857143,-92.16666667,-73.75,-71.06666667,-74.1,-80.66666667,-78.33333333,-71,-64.30769231,-79.55555556,-89.71428571,-89.625,-73.375,-73.66666667,-83.16666667,-77.63636364,-89.8,60
-88,-84.5,-88.85714286,-88.125,-95.25,-78.55555556,-78.5,-82.71428571,-82.75,-89.93333333,-72.18181818,-71.45454545,-82.58333333,-88.5,-88.54545455,-70.8,-78.09090909,-85.88888889,-90.125,-92.6,-80,-71.7,-84.25,-84.66666667,-92.375,63
-72.35714286,-77,-77.66666667,-83,-81,-69.86666667,-68.77777778,-71.14285714,-76.57142857,-79.85714286,-69.81818182,-64.5,-74.66666667,-76,-72.2,-62.57142857,-46.75,-74.14285714,-72.18181818,-76,-54.625,-45.35714286,-68.72727273,-65.92307692,-76.44444444,80
-89.25,-85.8,-85.5,-86.2,-98,-85.2,-84.66666667,-76.8,-88,-93.6,-80.2,-71.5,-87.33333333,-89.75,-88.75,-78.71428571,-71.16666667,-82.83333333,-90.8,-88,-75,-68.42857143,-88,-75.66666667,-88.75,83
-76.25,-67.1,-70.125,-76.625,-87,-71.375,-65.3,-75.375,-81.33333333,-87.72727273,-73.57142857,-80.41666667,-77.58333333,-91.5,-87.4,-76.8,-89.36363636,-83.66666667,-86.61538462,-91.66666667,-90.6,-83.2,-89.875,-82.6,-89.75,4
-56.18181818,-51.85714286,-60.09090909,-66.33333333,-73.25,-60.375,-58.4,-69.25,-71.375,-75.2,-69.7,-69.08333333,-71.5,-77.5,-78.75,-74.30769231,-69.77777778,-76,-75.28571429,-78,-80.875,-79.625,-72.5,-76.5,-88,7
-81,-76.41666667,-79.875,-78.07142857,-88.2,-75.5,-68.5,-71,-77.72727273,-87.57142857,-78.28571429,-69.5,-70,-85.16666667,-78,-73.81818182,-81,-82.27272727,-83.42857143,-83,-84.8,-87.4,-88.38461538,-86,-92.85714286,24
-75.4,-72.25,-87.83333333,-88,-88.57142857,-66.53846154,-60.625,-64.77777778,-80.18181818,-84.875,-77.77777778,-79.875,-76.78571429,-77,-82.61538462,-82,-87.28571429,-85,-90.33333333,-91.66666667,-86.4,-90,-89.5,-89,-93.83333333,27
-84,-81.2,-88.54545455,-83,-86.66666667,-81.45454545,-81,-71.23076923,-73.16666667,-88.85714286,-79.83333333,-71.875,-61.90909091,-82.9,-92.57142857,-71.18181818,-72.38461538,-72.66666667,-80,-78.66666667,-76.25,-76.1,-73,-82.9,-87.125,44
-62,-66.8,-72.85714286,-72.23076923,-75.33333333,-54.3,-59.14285714,-59.09090909,-61.25,-67,-61.375,-59.83333333,-63,-64.6,-71.78571429,-64,-66.92857143,-60.1,-75.30769231,-73.28571429,-71,-71.8,-68.53846154,-70.875,-73.14285714,47
-76.18181818,-76.22222222,-75.55555556,-70,-72.6,-72.83333333,-65.11111111,-64.83333333,-73.6,-79,-66.71428571,-68.2,-57.63636364,-67.63636364,-73.14285714,-57.21428571,-54,-61.75,-68.8,-77,-55.61538462,-60.25,-64.09090909,-66.22222222,-70.23076923,64
-87.57142857,-84.61538462,-85.66666667,-82,-87.41666667,-80.6,-74.36363636,-78.83333333,-87.33333333,-92.8,-71.92307692,-75.66666667,-68.42857143,-79.4,-83.33333333,-71.08333333,-66.57142857,-80.25,-84.2,-95.28571429,-77,-81.75,-87.66666667,-79.14285714,-95.5,67
-93.33333333,-91.66666667,-82,-93.375,-92.14285714,-89.125,-87.375,-86.15384615,-87.16666667,-88.66666667,-81.125,-81.28571429,-82.5,-79.6,-77.11764706,-81.28571429,-71.73333333,-71.9,-74.27272727,-85.2,-76.8,-65.22222222,-74.75,-65.54545455,-86,84
-96.5,-87,-85.125,-93.5,-93.5,-83,-84.85714286,-86.1,-83.5,-91.07142857,-76.28571429,-82.81818182,-82.4,-81.5,-79.625,-71.42857143,-77,-71.61538462,-78,-86.6,-74.30769231,-65.36363636,-77.5,-69.08333333,-86.93333333,87
-65.08333333,-61.5,-48.53846154,-53.66666667,-63.2,-75.42857143,-70.875,-59,-61.14285714,-60.5,-75.57142857,-65.8,-66.75,-60.28571429,-61.33333333,-66.2,-61.28571429,-68.2,-62.11111111,-67.21428571,-70,-71.14285714,-69,-71.8,-74.15384615,8
-58.5,-59,-49.6,-65.125,-66.625,-75.09090909,-73.4,-58.33333333,-58.71428571,-81,-76.25,-67.11111111,-66.11111111,-62.75,-66.5,-73.5,-70.85714286,-72,-80.8,-73.28571429,-77.875,-73.88888889,-75.16666667,-77.5,-80.33333333,12
-69.625,-72.33333333,-59.45454545,-60.3,-65.90909091,-60,-56.33333333,-47.8,-50.88888889,-62.55555556,-63.86666667,-58.11111111,-70.71428571,-60.3,-64.18181818,-66.25,-61.625,-69.6,-60.75,-66,-67.88888889,-73.22222222,-65.25,-76,-76.14285714,28
-64.6,-63.66666667,-55.90909091,-58.6,-69,-63.25,-57.14285714,-48,-63.18181818,-72.25,-66.72727273,-57.92307692,-66.55555556,-69.83333333,-68.44444444,-63.42857143,-67.93333333,-66.125,-65.66666667,-70.75,-73.25,-75.2,-69.07692308,-74.66666667,-79.6,31
-82,-82.4,-77.4,-80.6,-82,-82.55555556,-73,-73,-68.8,-71,-73,-70.16666667,-60.16666667,-66,-79.4,-80.33333333,-68.33333333,-67.75,-59.66666667,-77.42857143,-81.5,-74,-74,-73,-80.66666667,48
-66.44444444,-67.09090909,-66.25,-68.46153846,-70.25,-68,-54.375,-62.625,-53.38461538,-70.625,-66,-50.2,-52.33333333,-67.25,-73.25,-60.75,-60.33333333,-63,-66.18181818,-73,-72.4,-66.63636364,-68,-75.3,-76.33333333,51
-72.66666667,-73.58333333,-73.55555556,-68.55555556,-70.5,-71.66666667,-69.8,-64,-71.88888889,-73.5,-66.77777778,-58.57142857,-73,-60.08333333,-65,-67.66666667,-66.83333333,-48.9,-56.58333333,-63,-66.4,-57,-62.75,-56.75,-62.18181818,68
-87.66666667,-84,-83,-85.14285714,-90.33333333,-80.2,-77.22222222,-74.66666667,-75.23076923,-86.11111111,-67.125,-72.5,-75.625,-72.36363636,-80.2,-82.57142857,-77.71428571,-61.83333333,-82.53846154,-80.25,-83.27272727,-82,-83.33333333,-76.8,-89.9,71
-92,-83,-89.5,-93.4,-91,-95.5,-85.83333333,-85,-91.4,-94,-90.85714286,-77.66666667,-80.42857143,-82.66666667,-87.16666667,-70.75,-81.4,-73.8,-74,-83.57142857,-78.16666667,-73,-68,-65.22222222,-80.14285714,88
-90.66666667,-86.625,-87,-89.14285714,-97,-85.25,-86,-85.625,-87.8,-85.75,-79.66666667,-79.5,-71.72727273,-88.5,-82.91666667,-83,-65.71428571,-69.85714286,-74,-83.90909091,-83.5,-70.66666667,-81.72727273,-62.53846154,-84,91
-63.66666667,-64.9,-77,-58.9,-57.6,-73.88888889,-60.76923077,-53.92307692,-59,-67.4,-74.42857143,-69,-70,-66.77777778,-57.44444444,-70,-70.75,-69.16666667,-69,-63.2,-76.625,-82.85714286,-67.63636364,-71.22222222,-73.42857143,12
-64.8125,-56.8,-62.14285714,-59.5,-65.76923077,-73,-62.81818182,-60.375,-63.77777778,-69.16666667,-69.33333333,-64.71428571,-69.16666667,-64.57142857,-56.8,-79,-66.25,-74.8,-73.28571429,-70.125,-74.8,-75,-72.5,-72.22222222,-81.375,15
-72.5,-71.125,-68.33333333,-58.5,-63.66666667,-72.5,-60.25,-59.44444444,-53,-57.625,-67.85714286,-65.57142857,-59.77777778,-64.88888889,-54.8,-72.33333333,-68.5,-66.875,-61.5,-57.07692308,-74,-70.57142857,-65.8,-65.55555556,-71.33333333,32
-71.75,-67.84615385,-65.33333333,-62.54545455,-60,-60.5,-61.25,-55.4,-52.5,-59.45454545,-69.88888889,-61.16666667,-64.55555556,-63.55555556,-62.72727273,-68.2,-69.16666667,-70.58333333,-64.2,-63.72727273,-75.58333333,-76.11111111,-72.9,-68.30769231,-75.58333333,35
-89.8,-91.33333333,-84.5,-82,-87.66666667,-85,-85.5,-83.8,-79,-69.375,-82.5,-81.14285714,-73.4,-66,-68.42857143,-86,-75.2,-71.57142857,-78.6,-77.25,-87,-78.75,-78.33333333,-79,-76.66666667,52
-74.33333333,-72.57142857,-59.83333333,-62.54545455,-68.83333333,-69.83333333,-60.4,-54.27272727,-56.84615385,-60.11111111,-68.81818182,-70.625,-53.8,-49.55555556,-58.33333333,-72.125,-62.75,-59.2,-63.25,-59,-71.5,-71.625,-66.44444444,-73.66666667,-64,55
-70.7,-73.72727273,-80,-67.88888889,-74.6,-66.27272727,-68.09090909,-65.55555556,-70.45454545,-68.625,-67.36363636,-63.41666667,-67.27272727,-64.09090909,-58.57142857,-72,-73.63636364,-54.88888889,-56.57142857,-66.35714286,-67.5,-65.2,-66,-54.92307692,-71.46153846,72
-79.5,-84,-76.5,-79.11111111,-80,-69.33333333,-69.75,-72.2,-75.14285714,-82,-78.66666667,-73.625,-60.125,-68.4,-72.57142857,-82.28571429,-77.2,-68,-69.66666667,-75,-89,-75.77777778,-73,-68.57142857,-83.125,75
-94.6,-93.5,-89.5,-90.28571429,-87.8,-89.71428571,-90,-88,-92.5,-88.14285714,-84.57142857,-84.8,-78.375,-83.57142857,-86,-82.25,-86.66666667,-75,-79.83333333,-72.25,-85,-76.6,-68.83333333,-71,-74.14285714,92
-75.71428571,-74.07692308,-71.6,-70.45454545,-69.8,-69.53846154,-68.14285714,-67.33333333,-77,-67.85714286,-74.57142857,-65.46153846,-54.92857143,-71.45454545,-64.91666667,-66.75,-64.15384615,-55.46666667,-58,-63.375,-67.09090909,-58.07692308,-54.5,-56.21428571,-56.44444444,95
-68.14285714,-67.09090909,-65.55555556,-64,-54,-77,-72.72727273,-60.25,-54.69230769,-64.11111111,-77.25,-73,-67.875,-70.76923077,-65.6,-72.83333333,-70.71428571,-70.2,-61.88888889,-67.5,-77.2,-76.83333333,-74.75,-71.8,-71,16
-63.18181818,-59.5,-63.66666667,-59.25,-54.66666667,-73.46153846,-68.6,-63.63636364,-61.9,-72.75,-74.42857143,-68.66666667,-71,-72.63636364,-66.33333333,-73.11111111,-76.33333333,-64.9,-70.33333333,-71.33333333,-76.28571429,-73.15384615,-72.54545455,-78,-75.5,19
-89.8,-83.8,-76.28571429,-66.71428571,-73.33333333,-80,-84.16666667,-71.66666667,-68.5,-68.8,-88.66666667,-78,-72.77777778,-68,-63.85714286,-76,-80.14285714,-76.75,-73.42857143,-71,-90.6,-78,-72.33333333,-78.83333333,-87.5,36
-78.25,-74.15384615,-65.11111111,-61.5625,-61.16666667,-69.41666667,-64.66666667,-66.875,-54.5,-54.72727273,-67.875,-72,-65.3,-60.66666667,-56.625,-76.30769231,-69.6,-68.36363636,-68.5,-64.90909091,-79,-74.375,-73.25,-65,-76.45454545,39
-74.16666667,-74.57142857,-69.1,-64.08333333,-73.66666667,-65.5,-69,-61.33333333,-59.8,-65.16666667,-65.1,-70.41666667,-63.5,-62.16666667,-54.5,-64.33333333,-65.71428571,-69,-60.875,-61.7,-75.2,-72.5,-57.46666667,-68.23076923,-67.25,56
-87.25,-76,-74.66666667,-70.83333333,-79.66666667,-86.6,-80.14285714,-70.28571429,-67.66666667,-72.42857143,-75.2,-87.71428571,-73.55555556,-83.25,-66.63636364,-90.5,-79.85714286,-78.75,-80.6,-69.33333333,-86.33333333,-78.16666667,-83,-76.625,-84.25,59
-75.6,-77.66666667,-70.77777778,-70.71428571,-78.75,-70.08333333,-70.22222222,-62,-65.61538462,-74,-66.3,-70.66666667,-67.55555556,-69.27272727,-58.11111111,-76.54545455,-66.625,-58.76923077,-64.09090909,-52.78571429,-75.8,-68.8,-59.63636364,-60.3,-64,76
-79.33333333,-80.5,-69.66666667,-75.42857143,-81.625,-67.4,-69.42857143,-72.71428571,-72,-77.875,-73.4,-80.6,-69.4,-67.36363636,-69.5,-73.45454545,-74.625,-62.66666667,-66.16666667,-63.75,-73.5,-67.2,-83.5,-69,-69.66666667,79
-77.5,-75.33333333,-70.88888889,-72.92857143,-78.22222222,-77.5,-71.85714286,-69.33333333,-69.57142857,-74.57142857,-71.66666667,-72.2,-65.44444444,-71.77777778,-64.66666667,-66.42857143,-67.25,-63.16666667,-60.57142857,-61.16666667,-69.4,-61,-57.14285714,-57.57142857,-55.35714286,96
-78.66666667,-74.18181818,-65.5,-74.5,-69.5,-70.71428571,-68.33333333,-63.42857143,-66.61538462,-70,-69,-68,-66.6,-62.85714286,-60.625,-69.6,-68.84615385,-61,-66.125,-60.875,-70.5,-64,-53.75,-60.7,-50.36363636,99
-82.3,-84.23076923,-88.66666667,-92.875,-94.33333333,-86.46153846,-79,-81.72727273,-84.66666667,-94,-78.92307692,-76.5,-83.5,-82,-85.77777778,-74.90909091,-75.28571429,-71.78571429,-83,-84.75,-58.11111111,-60.14285714,-84,-68.8,-89.33333333,101
-86.14285714,-89.125,-93.25,-90.42857143,-91.16666667,-81.88888889,-80.2,-81.25,-86.5,-94,-79.22222222,-84.75,-81,-89.2,-84.7,-76.28571429,-69.78571429,-80,-83.6,-97,-67,-62.46153846,-80.77777778,-73,-92.57142857,102
-72.46153846,-74.71428571,-77.6,-76,-75.25,-67.33333333,-64.5,-67.08333333,-70,-74.85714286,-63,-65.875,-64.36363636,-62.25,-61.92307692,-68,-60.46153846,-54.16666667,-64.36363636,-69,-58.9,-48.13333333,-65.55555556,-54.75,-70.18181818,105
-76.33333333,-72.88888889,-73.36363636,-72.125,-77,-75.42857143,-69,-67.76923077,-72.9375,-78,-71,-64.54545455,-65,-76.66666667,-66.375,-64.07692308,-62.5,-65.66666667,-75.22222222,-75.66666667,-56,-50,-66.66666667,-61.5,-75.81818182,106
-87.85714286,-88.33333333,-86.28571429,-91,-92,-90.15384615,-87.28571429,-80.27272727,-85.2,-94.33333333,-85.5625,-86.41666667,-79.66666667,-88.42857143,-80.9,-84.375,-78.83333333,-75,-71.2,-78.27272727,-78.88888889,-77,-70.33333333,-65.36363636,-81.125,109
-83.8,-78.16666667,-82.33333333,-80.4,-84.25,-81.4,-81.5,-70.125,-82.16666667,-86.5,-79.66666667,-70.625,-76.2,-70.71428571,-78.66666667,-72.75,-63.375,-66.85714286,-69,-77.33333333,-68.375,-51.8,-62.625,-56.75,-71.83333333,110
-77,-72.75,-74.75,-64.91666667,-71.2,-74.14285714,-67,-68.125,-70.66666667,-68.92857143,-69.58823529,-70,-64.36363636,-64.6,-60.13333333,-70.33333333,-69.5,-59.91666667,-57.83333333,-54.11111111,-73.53846154,-68.125,-55.18181818,-53.8,-58,113
-73.66666667,-76,-73.375,-70.66666667,-69.90909091,-77.14285714,-77.16666667,-70.66666667,-67.875,-72.11111111,-73.33333333,-73.8,-66.71428571,-66.71428571,-71.625,-65.42857143,-66.7,-60.5,-64.125,-70.54545455,-63,-58.33333333,-58.33333333,-52.75,-70.57142857,114
-73.33333333,-75.125,-73.92307692,-72.5,-65.7,-75.83333333,-70.2,-70.66666667,-62.15384615,-72.63636364,-71.5,-69.33333333,-64.14285714,-65.375,-59.125,-73.33333333,-71.55555556,-64.41666667,-58.08333333,-50.9,-73.625,-74,-61.15384615,-62.36363636,-54.83333333,117
-77,-73.57142857,-74.66666667,-66.75,-77,-74.66666667,-66.8,-63.42857143,-67.42857143,-67.08333333,-74,-68.66666667,-64.4,-66.66666667,-65.375,-76.33333333,-67.77777778,-69,-60.26666667,-57.28571429,-71,-65.18181818,-54.69230769,-59.14285714,-49.5,118
