minor: 0,minor: 1,minor: 2,minor: 3,minor: 4,minor: 5,minor: 6,minor: 7,minor: 8,minor: 9,minor: 10,minor: 11,minor: 12,minor: 13,minor: 14,minor: 15,minor: 16,minor: 17,minor: 18,minor: 19,minor: 20,minor: 21,minor: 22,minor: 23,minor: 24,label
-75.6,-68.07692308,-65.88888889,-66.66666667,-73.28571429,-69.46153846,-67.33333333,-65,-65.81818182,-66.6,-63.81818182,-63.58333333,-61.42857143,-69.90909091,-69.90909091,-71.28571429,-63.85714286,-55.23076923,-57.28571429,-63.8,-69.11111111,-65.9,-63.875,-52.81818182,-76.875,89
-75.38461538,-71.5,-63.66666667,-70.625,-67.9,-69.75,-69.8,-61.77777778,-66,-65.42857143,-71.75,-68.36363636,-55,-66.5,-64.5,-65.66666667,-62.92857143,-53.42857143,-56.125,-71.75,-69.81818182,-65.75,-61.4,-49.90909091,-65.2,89
-75.125,-75.90909091,-72,-76.2,-74.5,-69.42857143,-73.16666667,-72.1,-64.57142857,-72.58333333,-72.75,-67.5,-57.42857143,-69.63636364,-68.61538462,-71.7,-59,-53.38461538,-61.9,-73.6,-64.9,-59.36363636,-64.14285714,-63.44444444,-67.5,90
-81.5,-80,-70.46153846,-74.55555556,-84.5,-72,-72.125,-70,-66.63636364,-75.2,-69.33333333,-66.14285714,-63.75,-69,-66.85714286,-67.71428571,-53.21428571,-56.66666667,-64.09090909,-68.66666667,-61.64285714,-62.27272727,-63.625,-60.1,-68.125,90
-80.5,-79,-69,-72.9,-75.5,-71.5,-72.75,-64.69230769,-67,-70.25,-70.75,-68.125,-67,-65.09090909,-64.53846154,-65,-57.9375,-59.53846154,-68.09090909,-71,-64.33333333,-56.625,-65.13333333,-56,-67.75,90
-83,-84.6,-76,-70.6,-80,-73.75,-74.4,-67.14285714,-69,-83.85714286,-76.2,-69,-74.2,-72.66666667,-75.2,-73.14285714,-64.2,-65.5,-68,-74.83333333,-73.6,-63.375,-71,-65.83333333,-80.25,90
-75.7,-75.6,-70.28571429,-68.63636364,-68.75,-68.07692308,-76.66666667,-64.5,-62.25,-74.5,-67.28571429,-62.1,-65.875,-67.63636364,-73.2,-64.5,-57.36363636,-52.6,-68.45454545,-75,-69.18181818,-54.38461538,-63.38461538,-57.71428571,-68.85714286,90
-78.25,-81.66666667,-74.6,-74.36363636,-77.75,-73.66666667,-68,-73.25,-71.55555556,-74.8,-62.2,-66.83333333,-65.16666667,-67,-66.71428571,-63.6,-59.75,-55.25,-66.8,-67.7,-65.125,-54.9375,-60.33333333,-51.2,-69.42857143,91
-88.25,-89.5,-87.2,-89.5,-93,-88.75,-85.5,-88.8,-86.57142857,-91,-84.8,-82.66666667,-82.28571429,-83,-79.2,-78.6,-71.4,-76,-73.75,-82.5,-76.5,-71.83333333,-72.5,-66.66666667,-88.25,91
-93.75,-95.83333333,-93,-94.33333333,-89.81818182,-86.3,-82.83333333,-84.15384615,-84.5,-81.4,-84,-89.75,-87.1,-81.06666667,-85.22222222,-80.25,-71.6,-70.64285714,-70.8,-91.25,-75.54545455,-68.875,-77.22222222,-68.83333333,-81.14285714,91
-90.44444444,-89.77777778,-92.57142857,-91.54545455,-88.875,-84.375,-85.2,-86.5,-79.07142857,-89.875,-83.11111111,-83.16666667,-87.66666667,-80.88888889,-79,-73.83333333,-76,-73.71428571,-80.28571429,-88.42857143,-74.45454545,-68.07692308,-74.88888889,-74.375,-83.625,91
-91.75,-89.57142857,-91.1,-83.64285714,-89,-85.58333333,-89.25,-86.75,-86.7,-90,-83.66666667,-78,-80.125,-87.75,-75.77777778,-75.38461538,-74.58333333,-71.81818182,-77.33333333,-87.42857143,-71.53846154,-66.72727273,-75.73333333,-70.4,-89,91
-70.5,-68.125,-59.85714286,-50.75,-60.81818182,-73.81818182,-62.8,-59.16666667,-64.5,-65.08333333,-67.83333333,-67.8,-68.1,-67.23076923,-56.125,-77,-73.85714286,-70.28571429,-67.55555556,-67.25,-73.625,-76.875,-72.625,-71,-75.8,12
-67.33333333,-65.44444444,-59.11111111,-54,-60.44444444,-69,-66,-55.61538462,-61.375,-70,-71.8,-70.35714286,-67.44444444,-64,-53.66666667,-76.15384615,-72.33333333,-74.85714286,-73.09090909,-70.33333333,-75.33333333,-73.42857143,-69.41666667,-70.55555556,-73.28571429,12
-71.72727273,-63.25,-65.16666667,-52.5,-57.83333333,-71.5,-66.54545455,-58.2,-58.5,-66.42857143,-72.5,-71.21428571,-66.5,-66.8,-54.18181818,-77.83333333,-67.5,-68.44444444,-70.16666667,-65.8,-70.83333333,-80.42857143,-73,-67.2,-70.33333333,12
-84.6,-76.5,-80.5,-65.75,-71.16666667,-90.25,-86.33333333,-70.16666667,-69,-87.57142857,-90,-84.57142857,-84.66666667,-83.25,-68.83333333,-86.8,-81.33333333,-81.16666667,-86,-85,-86,-88,-82.5,-88.66666667,-92.4,12
-87.66666667,-77.28571429,-75.66666667,-66.2,-67.7,-86.33333333,-85,-69.75,-71,-81,-91.33333333,-87.25,-79.25,-81.85714286,-69.61538462,-93.75,-82,-81.33333333,-87,-86.27272727,-90.55555556,-85.8,-94.14285714,-78.42857143,-89.11111111,12
-88.88888889,-87.83333333,-82,-79,-74.6,-89.33333333,-88.375,-71.1,-72.07692308,-79.36363636,-93.8,-85.25,-85.25,-84.16666667,-74.71428571,-90.25,-88.83333333,-79.9,-84.2,-87.33333333,-89.8,-90.125,-85.83333333,-88.81818182,-89.66666667,13
-88.14285714,-71.33333333,-81.4,-65.85714286,-54,-85,-82.71428571,-68.83333333,-63.33333333,-66.14285714,-83,-80.2,-72.5,-79,-67.75,-85.6,-81,-75,-81,-84,-90.33333333,-82.4,-81.5,-85.8,-91.5,13
-78.75,-70.8,-70,-58.33333333,-64,-74.76923077,-71.33333333,-62.90909091,-59.22222222,-63.66666667,-77.33333333,-73.25,-68.5,-67.85714286,-64.90909091,-72.57142857,-73.25,-74.81818182,-67.18181818,-73.92857143,-76.5,-76.83333333,-67,-71,-73.88888889,13
-70.5,-69,-70.22222222,-62.1,-67.16666667,-76.23076923,-73.625,-64.7,-64.33333333,-65.5,-81.14285714,-75.3,-67.55555556,-64.85714286,-61.91666667,-73.26666667,-75.4,-71.44444444,-66.81818182,-69.16666667,-79,-81.33333333,-72.125,-65.875,-75.5,13
-68.44444444,-68,-72,-61.88888889,-66.25,-73.9,-74.2,-66.22222222,-60.66666667,-64.5,-76.6,-79.85714286,-65.8,-70.33333333,-59.4,-75.33333333,-74.375,-72.8,-66.125,-68.5,-80,-79.5,-69.2,-66.69230769,-75.5,13
-82.66666667,-86.2,-77,-72.71428571,-91.66666667,-86.8,-76.71428571,-66.71428571,-63.83333333,-82.8,-83.25,-77.2,-77,-78.16666667,-81,-92.75,-76.375,-79.85714286,-75.66666667,-82.66666667,-92,-80,-80.2,-85,-87.8,14
-85.33333333,-84.1,-73.42857143,-75.1,-80.4,-90.75,-76.18181818,-66.36363636,-67.83333333,-79.5,-86.77777778,-77,-79.11111111,-80.16666667,-77.36363636,-85.72727273,-82.27272727,-79.3,-78.6,-80.69230769,-81,-93.93333333,-78.81818182,-85.5,-90.25,14
-91.875,-90.33333333,-75.5,-76.16666667,-81.125,-88.63636364,-74.71428571,-64.81818182,-63.38461538,-85,-84,-80,-82.25,-74.28571429,-73.5,-83.45454545,-87.33333333,-83.125,-78.33333333,-80.41666667,-89.63636364,-91.25,-79.07692308,-86.875,-86.88888889,14
-87.42857143,-80.33333333,-74.25,-73.4,-77.88888889,-89.09090909,-73.25,-58.75,-62.09090909,-82.33333333,-89.5,-78.58333333,-80.125,-65.33333333,-70.8,-81.09090909,-86.66666667,-74.07692308,-72.875,-75.875,-86.4,-93,-78.875,-91.8,-85.6,14
-81,-89.66666667,-74.83333333,-75.5,-83.25,-85.85714286,-79.125,-66,-64.5,-82.14285714,-88.5,-85.5,-81.85714286,-76.28571429,-77.66666667,-84.42857143,-84.42857143,-76.625,-75.375,-78.88888889,-90.6,-80,-78.25,-91,-86.4,14
-64.66666667,-64.92857143,-53.41666667,-62.75,-59.75,-68.75,-68.88888889,-54.1,-62.3,-64.75,-76.66666667,-71,-67.8,-67.8,-58.875,-73.6,-73.25,-69.71428571,-74.875,-72.25,-78,-77,-73.66666667,-76.6,-79.5,15
-69.625,-66.14285714,-63.5,-81.5,-58.71428571,-77.83333333,-72,-62,-77,-65.33333333,-77.33333333,-78.33333333,-72,-73,-65.25,-73.6,-75.66666667,-71.4,-80,-79,-90.33333333,-84,-93,-75.6,-82.55555556,15
-64.4,-60.66666667,-58.42857143,-62.14285714,-57.8,-68,-69.875,-59.375,-69.83333333,-64.33333333,-72.83333333,-68.54545455,-72.75,-68.1,-61.875,-72.875,-74.16666667,-68.18181818,-70.57142857,-66,-75.75,-77.3,-73.5,-72.33333333,-73.5,15
-67.33333333,-62.36363636,-52.8125,-61.75,-59.81818182,-68,-67.33333333,-56.72727273,-60.92307692,-66.375,-71.7,-64.23076923,-70.625,-66.77777778,-66.4,-77,-70.55555556,-69.9,-74.83333333,-73.88888889,-73.54545455,-73.54545455,-79,-71.72727273,-78.2,15
-63.3,-63.5,-56.63636364,-60,-62,-68.875,-69.11111111,-59,-60.54545455,-67.66666667,-72,-63.2,-66,-72.25,-65.5,-74,-68.55555556,-69.66666667,-74.6,-75.33333333,-73.3,-74.8,-75.42857143,-74.16666667,-77,15
-91,-81.875,-70.57142857,-75,-76.71428571,-79.8,-81.66666667,-77.25,-75.5,-72.16666667,-86.6,-82.5,-72,-72.85714286,-73.88888889,-77,-69,-85.44444444,-79.66666667,-76.66666667,-93.33333333,-91,-86.55555556,-83,-89.85714286,32
-78,-66.77777778,-58.8,-62.33333333,-63,-69.2,-64,-58.54545455,-51.22222222,-55.36363636,-71.18181818,-62.44444444,-55.77777778,-65,-58.4,-69.625,-68.75,-63,-66.8,-61.91666667,-79,-72.83333333,-71.75,-64.8,-71.09090909,32
-73.71428571,-71.75,-61.625,-58.83333333,-59,-71.75,-62.22222222,-55.3,-51,-58.375,-69.33333333,-63.86666667,-60.66666667,-62.375,-56.72727273,-73.33333333,-69.38461538,-64.4,-69,-59.55555556,-74.71428571,-73.5,-72.18181818,-65,-76.33333333,32
-74,-74.33333333,-66.75,-59.11111111,-58.58333333,-65.1,-67.11111111,-55.66666667,-48.90909091,-61.5,-68.71428571,-62.5,-57.8,-60.33333333,-65.16666667,-72.2,-69.75,-67.72727273,-64.54545455,-59.5,-71.4,-71,-67.875,-63.22222222,-72.25,32
-80.9,-83.85714286,-68.66666667,-77,-59,-76.66666667,-77,-67.14285714,-58.875,-77.25,-77.4,-81.4,-68.16666667,-69.375,-63,-79.2,-73.57142857,-73,-76.66666667,-67.5,-81,-78.66666667,-73,-73.28571429,-71,32
-74.11111111,-71.5,-59.88888889,-55.16666667,-57,-69.875,-65.11111111,-64.44444444,-57.77777778,-63.55555556,-76.66666667,-72.90909091,-66.6,-63.1,-58.28571429,-77.54545455,-71.22222222,-66.33333333,-63.4,-64.75,-81.55555556,-75.25,-67.18181818,-65.66666667,-69.72727273,33
-74.54545455,-72.1,-58.44444444,-61.28571429,-55.90909091,-67.9,-71,-63.875,-62.72727273,-63.72727273,-83.75,-67.33333333,-62.3,-64.66666667,-60.83333333,-72,-67.83333333,-63,-63.28571429,-65.54545455,-77.4,-72.66666667,-62.5,-66.63636364,-71,33
-89.33333333,-91,-73.125,-74.14285714,-71.33333333,-86,-83.5,-71.2,-75,-80,-89.2,-86.57142857,-75.6,-71.66666667,-79.8,-94,-81,-75.5,-78,-85.66666667,-91,-92.5,-76.55555556,-84.25,-81.125,33
-70,-73.7,-58.83333333,-58.06666667,-51.78571429,-74.66666667,-70.38461538,-60.09090909,-67,-68.55555556,-80.5,-71.63636364,-63.1,-59.28571429,-55.88888889,-80,-71.2,-62.77777778,-69.2,-66,-75.875,-76,-62.8,-64.42857143,-75.375,33
-73,-70.16666667,-56.5,-57.58333333,-51.77777778,-66.28571429,-70,-60.66666667,-66.25,-64.33333333,-72,-67.71428571,-63.5,-58.27272727,-68,-75.5,-71.875,-61.45454545,-67,-68.07142857,-71.54545455,-73.6,-64.4,-69.08333333,-74.16666667,33
-74.6,-72,-54.69230769,-56.4,-64.45454545,-68.66666667,-69.88888889,-55.33333333,-56.33333333,-67.5,-72.5,-65.75,-54.72727273,-58.66666667,-64,-70.6,-67,-64.5,-58.91666667,-68.25,-72.25,-75,-64.07692308,-59.53846154,-64.4375,34
-75.5,-74.2,-56.7,-58.21428571,-60.18181818,-70.72727273,-62,-58.25,-51.3125,-66.22222222,-73.66666667,-67.5,-52.42857143,-51.5,-60.42857143,-67,-64.2,-60.45454545,-59.5,-62.92857143,-73.36363636,-75.28571429,-65.5,-59.30769231,-69.125,34
-75.375,-70.25,-58.61538462,-59,-61.07692308,-70.22222222,-66.2,-58.27272727,-56.9,-62.22222222,-74.2,-68,-50.6,-49.66666667,-56.25,-72.75,-64,-60.11111111,-60.7,-59.57142857,-68.55555556,-70,-61.4,-59.625,-69,34
-85.66666667,-94,-78,-70.6,-75.33333333,-82.33333333,-80,-68.85714286,-65.33333333,-74.4,-81.66666667,-85.5,-65.66666667,-64.88888889,-69.4,-81,-75.66666667,-74,-75,-71.25,-84.33333333,-70.66666667,-71,-73,-85.22222222,34
-74.57142857,-73,-60,-57.33333333,-63,-66.16666667,-69.23076923,-57.16666667,-61.5,-66.83333333,-72.4,-68.5,-58.8,-52.55555556,-54.33333333,-74.61538462,-66.4375,-58.83333333,-61.3,-59.55555556,-69.77777778,-70.625,-62,-61.33333333,-68.4,34
-71.08333333,-68.71428571,-55.28571429,-68.76923077,-66.11111111,-69.08333333,-60.45454545,-58.22222222,-56.27272727,-58.75,-70.16666667,-65,-61.57142857,-65.16666667,-63.45454545,-70.25,-73.83333333,-62.71428571,-68.57142857,-71.18181818,-73.4,-75,-77.57142857,-69.71428571,-74.375,35
-71.125,-69,-54.46153846,-60.44444444,-60,-65.36363636,-61.72727273,-55.66666667,-56.22222222,-58.76923077,-70,-65.4,-65.53846154,-57.55555556,-62.66666667,-72.55555556,-70.71428571,-61.8,-67,-68.07692308,-72,-73.27272727,-74.85714286,-65.81818182,-70.84615385,35
-70.53333333,-67.18181818,-56.625,-66.16666667,-59,-70.4,-62.5,-59,-56.61538462,-60.14285714,-69,-65.85714286,-63.125,-62.42857143,-54.4,-73,-74.18181818,-64.09090909,-62.8,-66.55555556,-71.66666667,-70,-72.66666667,-69.33333333,-71.22222222,35
-74.77777778,-70.11111111,-57.33333333,-65.33333333,-62.33333333,-70.8,-62.58333333,-51.78571429,-54.16666667,-58.16666667,-68.2,-67.9,-61,-54.25,-53.3,-67.2,-70.85714286,-68.66666667,-75.125,-67.22222222,-74.84615385,-69.85714286,-70,-69.14285714,-74.28571429,35
-74.75,-68.14285714,-56.625,-64.3,-60.25,-66.5,-60.23076923,-52.875,-54.77777778,-58.66666667,-68.16666667,-62.16666667,-62.92857143,-59.5,-55.6,-70.33333333,-67.5,-70.33333333,-66.6,-74.33333333,-72,-73.2,-65.33333333,-64.85714286,-79,35
-74.2,-79,-69.33333333,-64.66666667,-73,-71.2,-62.46153846,-60.90909091,-67.5,-58.55555556,-66.46666667,-68.25,-61.5,-48.46153846,-59.14285714,-74,-65.875,-56,-60.875,-63.625,-74.875,-67.42857143,-64.5,-63.44444444,-68.125,52
-73.71428571,-72.18181818,-66,-68.75,-71,-70,-67.42857143,-55.44444444,-64.14285714,-60.28571429,-75,-72.2,-63.05882353,-55.16666667,-55.11111111,-73.6,-68.11111111,-56.16666667,-64.25,-67.22222222,-74.66666667,-66.36363636,-64.5,-64.69230769,-64.88888889,52
-76.4,-74.75,-69,-68.625,-67.57142857,-68.83333333,-67.6,-57.53846154,-59,-60.2,-70.11111111,-68.5,-62.83333333,-49,-52,-66.9,-66,-57.08333333,-63.11111111,-60.91666667,-75.83333333,-69.6,-63.5,-72,-60.45454545,52
-73.5,-69.90909091,-69.2,-73.11111111,-68.2,-75.33333333,-68.54545455,-60.83333333,-60.875,-62.4,-71.91666667,-68.28571429,-65,-53,-52.54545455,-66,-68.33333333,-57.9,-60.2,-57.58333333,-73.8,-66.81818182,-64.8,-67.11764706,-62.75,52
-77.5,-84.33333333,-78.85714286,-71.33333333,-82,-76.5,-76.42857143,-68.11111111,-63,-72.6,-76.66666667,-73.83333333,-65.5,-63.71428571,-63.11111111,-75.83333333,-70.61538462,-65.28571429,-67.4,-64.18181818,-79.66666667,-74.6,-68.55555556,-65.125,-80.8,52
-76.375,-72.57142857,-71.88888889,-61.875,-55.25,-70.91666667,-69.625,-63.4,-54.5,-58.25,-73.4,-78.08333333,-64.7,-64.2,-60.5,-77.72727273,-70.25,-58.5,-56.55555556,-60.375,-78.85714286,-74.14285714,-64.5,-64,-68.33333333,53
-81.5,-75.25,-72.4,-65.42857143,-65.83333333,-80.66666667,-74.75,-64,-58,-63.5,-83.5,-81.25,-79,-66.5,-70.4,-85.33333333,-80,-65.6,-59.44444444,-69.6,-83.14285714,-77.4,-82.5,-80.14285714,-73.14285714,53
-91.33333333,-86.57142857,-79.25,-78,-72,-85.5,-79.45454545,-68.6,-66.66666667,-67.18181818,-91,-84.77777778,-79,-75.875,-74.9,-85.66666667,-85.5,-75.85714286,-70.75,-75.14285714,-91.16666667,-83.33333333,-80.16666667,-80.6,-76.25,53
-91.33333333,-85.33333333,-75.77777778,-75.375,-72.18181818,-86.375,-84.7,-78.8,-73.23076923,-66.8,-89.75,-86.28571429,-77.45454545,-78.08333333,-75.33333333,-93,-88.25,-77.2,-77,-75,-80,-84,-73.7,-81.875,-76.6,53
-80,-84,-82.77777778,-79.07142857,-72.45454545,-86,-87.22222222,-73.78571429,-70.66666667,-68.63636364,-87.25,-93,-80.88888889,-81.8,-79.5,-90.2,-90.2,-81.44444444,-81.125,-74.14285714,-87.66666667,-85.66666667,-74.07692308,-81.625,-80.25,53
-80,-74.66666667,-70.22222222,-69.57142857,-80.5,-77.33333333,-67.5,-56,-58.11111111,-65.5,-84.25,-76.44444444,-61.875,-69.625,-70,-77.71428571,-66.625,-57.33333333,-64.375,-69.33333333,-74.5,-73.4,-64.7,-76.75,-70.875,54
-74.88888889,-70.44444444,-63.3,-68.625,-67.14285714,-72,-67.09090909,-52.09090909,-56.72727273,-62.28571429,-69.125,-64.75,-59.125,-59.06666667,-67,-71.16666667,-63.54545455,-55.7,-55.13333333,-60.14285714,-71.6,-62.75,-61.41666667,-67.88888889,-64.36363636,54
-72.5,-69.71428571,-66.83333333,-61.38461538,-69.5,-69.2,-62.2,-52.85714286,-68.16666667,-65.53846154,-70.07142857,-66.57142857,-61.5,-59.45454545,-63.16666667,-66.3,-62,-56.5,-53.4,-64.11111111,-71.16666667,-63.83333333,-62.85714286,-63.76923077,-65.55555556,54
-75,-77,-67,-59.75,-69,-69.44444444,-68.15384615,-55.66666667,-60.33333333,-73,-74.5,-69.21428571,-61.875,-64.07142857,-70.22222222,-68,-62.88888889,-53.3,-55,-59.125,-71.33333333,-62.58333333,-67,-64.66666667,-70.09090909,54
-76.875,-80.71428571,-60.33333333,-60.4,-73.125,-82.83333333,-67.42857143,-63.4,-57.28571429,-67.875,-75.8,-68.28571429,-61.28571429,-64.85714286,-64,-75.5,-67.71428571,-58,-63.125,-57.25,-73.42857143,-63.33333333,-67,-69.75,-64.5,54
-72.88888889,-70.5,-64.53846154,-67.92307692,-67.6,-70.75,-64.42857143,-53.66666667,-59.3,-75.28571429,-62,-64.22222222,-55.63636364,-61.44444444,-66.25,-63.8,-65.875,-49.27272727,-62.8,-61.75,-67.25,-64.14285714,-67.30769231,-68.66666667,-68.2,55
-70,-70.46666667,-63.8,-67.33333333,-69.27272727,-65,-63.44444444,-63.625,-61.25,-70,-63.5,-60.875,-49.25,-60.42857143,-58.83333333,-64.54545455,-68.1,-55.64285714,-60.42857143,-58.38461538,-73.125,-61.5,-62.46153846,-70.55555556,-67.9,55
-72.14285714,-76.75,-62,-61.22222222,-64.4,-70.5,-67.8,-59.45454545,-67.375,-66.77777778,-66.28571429,-68.5,-47.45454545,-53.625,-66.625,-70,-63.875,-58.875,-69.375,-60.8,-75.66666667,-63.85714286,-70.66666667,-65.66666667,-70.8,55
-75.33333333,-79.16666667,-70.28571429,-71.42857143,-71.375,-70.5,-72.8,-62.375,-66.11111111,-64.8,-75.4,-70.83333333,-55.28571429,-63.9,-67.57142857,-74.71428571,-71.75,-67.16666667,-66.81818182,-71.77777778,-76,-68.77777778,-74,-71.57142857,-76,55
-72.66666667,-73.8,-69.16666667,-69.6,-66.45454545,-69.71428571,-59.92307692,-54.875,-63.26666667,-61.85714286,-68.8,-62.4,-48.18181818,-54.78571429,-59.90909091,-65.75,-63.84615385,-59.55555556,-60.2,-61.8,-70.7,-62.42857143,-63.14285714,-65.77777778,-69.83333333,55
-75.71428571,-77.28571429,-73.33333333,-74.125,-71.875,-65,-75.6,-59.75,-67.66666667,-67.25,-60.66666667,-67.66666667,-60.83333333,-69.6,-68,-71.6,-67.1,-55.9,-59.75,-62.8,-73.33333333,-62.66666667,-61.36363636,-54.11111111,-66.45454545,72
-76,-77,-71.11111111,-77.22222222,-70.23076923,-63.85714286,-67.84615385,-64.9,-63.33333333,-69,-63.375,-63.36363636,-60.36363636,-70.81818182,-62,-69.83333333,-70.33333333,-57.64285714,-58.28571429,-60.5,-70.85714286,-63.71428571,-62,-55.83333333,-58.63636364,72
-71.5,-72.16666667,-72,-68.83333333,-73,-71.85714286,-70.25,-65.28571429,-70.85714286,-68.33333333,-68.5,-64,-62.875,-67.81818182,-57.54545455,-70.14285714,-72,-56.66666667,-61.3,-52.75,-70.75,-69.33333333,-61.875,-55.16666667,-60.64285714,72
-70.75,-72.22222222,-72.4,-71.2,-68.91666667,-68.8,-65.44444444,-68.16666667,-72.22222222,-68,-70.11111111,-69.88888889,-61.625,-65,-55.71428571,-69.625,-68,-60.375,-60,-50,-71.63636364,-67,-60.36363636,-56.18181818,-64.77777778,72
-81.57142857,-85.75,-82.5,-84.6,-77.83333333,-81.66666667,-83.88888889,-81.125,-79.88888889,-84.25,-79.2,-86.75,-73.5,-74.66666667,-66.14285714,-88,-84.33333333,-70,-67.25,-64.66666667,-83.66666667,-76.66666667,-78.75,-66.71428571,-81.7,72
-69.66666667,-74.42857143,-63,-65.4,-74.33333333,-68.88888889,-68.5,-80,-74,-63,-71.33333333,-72.75,-62.71428571,-53.5,-61.125,-71,-69.25,-65.6,-61,-65.28571429,-73.14285714,-69,-59.16666667,-61,-60.22222222,73
-74.85714286,-81.57142857,-68.44444444,-68.14285714,-79.6,-78.71428571,-69.71428571,-67.66666667,-69,-72.6,-80,-77.85714286,-69.42857143,-68.2,-66.09090909,-76.625,-83.66666667,-69.3,-75.66666667,-65.85714286,-83.57142857,-73.57142857,-69.75,-71.33333333,-67.2,73
-72.15384615,-72.33333333,-69.125,-65.6,-70,-71.33333333,-66.23076923,-62.2,-60.5,-65.8,-72.33333333,-69.125,-61.46153846,-56,-56.75,-75.1,-68,-65.125,-59.25,-62,-75,-70.4,-65.35714286,-64.66666667,-64.14285714,73
-76,-74,-68.33333333,-64.6,-72,-70,-64.125,-60.14285714,-57.8,-64.16666667,-69,-66.5,-64.5,-53.44444444,-56.375,-74.875,-73.46153846,-64,-65.125,-63.16666667,-72.33333333,-72.57142857,-63.09090909,-61.81818182,-65.5,73
-76.6,-71.84615385,-69.375,-62.77777778,-71.66666667,-66.76470588,-63.66666667,-61.4,-63.44444444,-68,-68.57142857,-73,-65.5,-50.57142857,-63.33333333,-72.25,-71.72727273,-63,-59.44444444,-66.44444444,-68.33333333,-69.75,-65.5,-63.44444444,-60.8,73
-69,-72,-67.5,-68,-70.6,-63.45454545,-64.125,-58.5,-64.16666667,-70.25,-67,-61.44444444,-57.2,-61.5,-64.7,-70.8,-70,-58.375,-56.6,-69.7,-74.91666667,-60.33333333,-60.3,-55.92307692,-68.57142857,74
-72.6,-71.8,-75.8,-70.78571429,-68.15384615,-58.54545455,-65,-59.5,-65.7,-68.33333333,-57.69230769,-65.625,-56.45454545,-58.25,-61.7,-69.8,-66.18181818,-69.1,-57.33333333,-63,-72.66666667,-60.5,-58.36363636,-56.5,-71.69230769,74
-70.92857143,-69.11111111,-71.75,-68.6,-74.375,-59,-72.33333333,-59.85714286,-70.16666667,-67.14285714,-70,-63,-59.75,-59.125,-66.2,-73.16666667,-68.5,-60.33333333,-60,-69.57142857,-71.83333333,-60.27272727,-55.33333333,-56,-71.25,74
-71.14285714,-66.4,-78,-67.83333333,-70.125,-62.33333333,-67.42857143,-62.8,-69.3,-67.875,-60.5,-61.6,-60.2,-66.83333333,-70.6,-69.57142857,-66.66666667,-60.5,-57.6,-63.22222222,-73,-60.54545455,-58.11111111,-58.5,-65.375,74
-80,-81.66666667,-85,-87.66666667,-79.6,-82.33333333,-79.2,-78,-87,-78.44444444,-76.71428571,-89,-70.2,-74.83333333,-79.33333333,-83,-81.6,-78,-77.5,-83.25,-83.5,-79.25,-68.22222222,-69.2,-74.75,74
-69.55555556,-69.08333333,-72.30769231,-70.91666667,-72.5,-65,-66.11111111,-62.08333333,-66.11111111,-65.875,-63.88888889,-64.375,-61.875,-65,-62.22222222,-71.9,-73.25,-59.63636364,-56.2,-54.27272727,-74.25,-64.69230769,-62.66666667,-66.5,-65.72727273,75
-76,-67.3,-72.14285714,-71.5,-69.57142857,-67.2,-66.66666667,-64.22222222,-72.28571429,-66.4,-60.375,-64.75,-64.25,-59.83333333,-63.6,-68.66666667,-70.4,-56.55555556,-56.75,-52.66666667,-71.625,-68.88888889,-62.18181818,-61.75,-64.81818182,75
-85.25,-79.5,-89.75,-78.33333333,-88.75,-78.33333333,-74,-82.25,-84.28571429,-80.5,-74.66666667,-77.5,-71.33333333,-75.125,-72,-76,-78.33333333,-66.75,-74.66666667,-75.6,-84.8,-81.8,-72.83333333,-72.16666667,-77,75
-69.75,-66.85714286,-76,-67.5,-73.42857143,-67.08333333,-61.1,-68.55555556,-72,-71.375,-63.16666667,-64.5,-60.125,-60.0625,-63,-72.55555556,-68.18181818,-58.5,-54,-60.35714286,-72.33333333,-63.8,-64.2,-59.25,-74.22222222,75
-70.4,-67.27272727,-73.57142857,-68.2,-70.33333333,-64.8,-59.85714286,-66.42857143,-73.66666667,-73.66666667,-63.83333333,-61.8125,-62.88888889,-64.875,-66.85714286,-68.5,-64.23076923,-57.11111111,-58,-64,-73.5,-61.25,-66,-57.11111111,-69.33333333,75
-78.33333333,-75.35714286,-74.8,-75.66666667,-74.72727273,-73.42857143,-73.09090909,-70.1,-70,-76.90909091,-76.42857143,-70.5,-62.625,-63.83333333,-64.54545455,-71.66666667,-76.625,-57.22222222,-64.375,-62,-72.71428571,-59.2,-55,-57,-60.16666667,92
-79.28571429,-79,-72.28571429,-72.16666667,-74,-77.5,-74.2,-75.07692308,-74.1,-74.375,-75.9,-69.4,-66.5,-68.36363636,-67.14285714,-71.4,-76.77777778,-58.90909091,-64.125,-59.41176471,-67.66666667,-58.61538462,-55.81818182,-54.8,-56.375,92
-81.5,-76.75,-76,-74.22222222,-78.22222222,-74.09090909,-75.875,-72.83333333,-72.66666667,-68.42857143,-80.42857143,-68.35714286,-69,-73.8,-63,-67.33333333,-71.90909091,-62.22222222,-68.14285714,-57.42857143,-69.5,-57.1,-55.27272727,-51.44444444,-52.15384615,92
-76,-81.33333333,-79.75,-74.875,-70.27272727,-78.2,-76.28571429,-70,-79.5,-74.27272727,-77.33333333,-73.83333333,-68.36363636,-67.25,-68,-67.8,-67.5,-62.5,-60.4,-59.6,-72.42857143,-64,-62.07692308,-56.66666667,-51.375,92
